response_id,response,screen_time_hours,screen_time_minutes
R_2QKRrL5iWpH9t5v,"Response(id='resp_07045d194048b0fd00695f7d64b0a08195ba8468cd59fdbed3', created_at=1767865700.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_07045d194048b0fd00695f7d650a48819586cb9ddefd358cb7', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_07045d194048b0fd00695f7d6768fc81958a8756a5045e7731', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""65"",""screen_time_minutes"":""33""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=736, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=147, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=883), user=None, billing={'payer': 'developer'}, completed_at=1767865703, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",65,33
R_314o7RXdZtlaXzb,"Response(id='resp_0fc44c814681a2f700695f7d654a98819e8a40b02dbdf34da1', created_at=1767865701.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0fc44c814681a2f700695f7d660af0819eb2bfe406c68c84f4', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0fc44c814681a2f700695f7d688274819e8a49c0a23e921e04', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 15, ""screen_time_minutes"": 54}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865705, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",15,54
R_8IWczKun1rKRpw8,"Response(id='resp_00baa0d8d15f252a00695f7d66ef20819d9bd4faed1a83a7cd', created_at=1767865702.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_00baa0d8d15f252a00695f7d679758819db99543e5c74cbc99', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_00baa0d8d15f252a00695f7d69ac60819da8f0c188d8b2acaf', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""26"", ""screen_time_minutes"": ""57""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865706, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",26,57
R_8oj99orYKYjcjxd,"Response(id='resp_0fda381359317dce00695f7d65caf881969eec63ec042724a2', created_at=1767865701.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0fda381359317dce00695f7d666f7c81969b2b8af9ed34ae3e', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0fda381359317dce00695f7d6a6aec8196809456d2b6d59387', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""3"",\n  ""screen_time_minutes"": ""59""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1920, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=282, output_tokens_details=OutputTokensDetails(reasoning_tokens=256), total_tokens=2202), user=None, billing={'payer': 'developer'}, completed_at=1767865706, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",3,59
R_8agEo9nF26hZ7CZ,"Response(id='resp_031740dee27748f800695f7d68b4e481a2bd46d0b4d49a76b4', created_at=1767865704.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_031740dee27748f800695f7d69b64081a2b91d626364264816', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_031740dee27748f800695f7d6c2b3c81a281b5c80ab7e9bf60', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 7, ""screen_time_minutes"": 32}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865708, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",7,32
R_8DupIcFv6aJzHs9,"Response(id='resp_0597d1a9a609a88c00695f7d677d048197a4b521bb406ffdde', created_at=1767865703.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0597d1a9a609a88c00695f7d68f9348197b72fa4f57714966f', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0597d1a9a609a88c00695f7d6cc6c48197a068f4ffd5b50495', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 17, ""screen_time_minutes"": 17}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767865709, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,17
R_24CwI8tFqol4R5D,"Response(id='resp_0e24e0673b6be4e500695f7d6923dc81a2b9b790357b57489e', created_at=1767865705.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0e24e0673b6be4e500695f7d6a6ad481a284d931145ff195e3', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0e24e0673b6be4e500695f7d6ce41081a29a9bf9df955eea7b', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 4, ""screen_time_minutes"": 3}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767865709, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",4,3
R_1s1PzX92QVHhLSS,"Response(id='resp_0e04b8bb17f1cf5f00695f7d69b6188196af51a364973555ed', created_at=1767865705.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0e04b8bb17f1cf5f00695f7d6af8fc8196837f290b8dc2e1fa', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0e04b8bb17f1cf5f00695f7d6d98048196b711621c140127ab', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 8, ""screen_time_minutes"": 38}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865710, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",8,38
R_1KvDzDDXX3AZeUU,"Response(id='resp_0a26e733fb440a8100695f7d6af5b48196985a6701fe119d93', created_at=1767865707.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0a26e733fb440a8100695f7d6b9dc48196b3c463d9f99e2778', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0a26e733fb440a8100695f7d6e07b88196a2933d8d175aab64', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 11, ""screen_time_minutes"": 27}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1906, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2120), user=None, billing={'payer': 'developer'}, completed_at=1767865710, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",11,27
R_2axYQFV6LVakQqg,"Response(id='resp_0d4065b8bd3ca85d00695f7d6bddc481a2ab3efc29c5d06486', created_at=1767865708.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d4065b8bd3ca85d00695f7d6ccaac81a284d20a36fb9ea98f', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d4065b8bd3ca85d00695f7d6ebb1881a29ca55f942ca60e00', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 20, ""screen_time_minutes"": 32}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865711, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",20,32
R_8irmgklf7tc7PCE,"Response(id='resp_0d29b0f0d9010e2300695f7d6da3488191ab7c040c56ef4d55', created_at=1767865709.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d29b0f0d9010e2300695f7d6e2ce08191b145dce6b6b6547e', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d29b0f0d9010e2300695f7d710360819183c87d182139f4fe', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": 20,\n  ""screen_time_minutes"": 47\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=218, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2080), user=None, billing={'payer': 'developer'}, completed_at=1767865713, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",20,47
R_8rc67Ui89rbsgHT,"Response(id='resp_06c9684813d7e5ee00695f7d6e88d48197a753e64ab33bd664', created_at=1767865710.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_06c9684813d7e5ee00695f7d6f58348197a1fbb01bd58e7302', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_06c9684813d7e5ee00695f7d70e1308197944e68b368128f18', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""17"",\n  ""screen_time_minutes"": ""58""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1884, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=90, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1974), user=None, billing={'payer': 'developer'}, completed_at=1767865713, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",17,58
R_8rIoyUuFLcYHl2e,"Response(id='resp_07c2ffbc4331d86d00695f7d6f999881a2a8e1d72bb5564376', created_at=1767865711.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_07c2ffbc4331d86d00695f7d708fcc81a28f0c822cad380bee', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_07c2ffbc4331d86d00695f7d7266b081a2b9efe13257e5a53b', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 12, ""screen_time_minutes"": 5}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865714, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",12,5
R_1FfRQERpXVvz0U9,"Response(id='resp_06db9c91c1c09baf00695f7d6f2b0881979b00367e2bbf647c', created_at=1767865711.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_06db9c91c1c09baf00695f7d6fb92081979de41ccce978edd9', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_06db9c91c1c09baf00695f7d72e1548197b745216ef974e532', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"":""36"",""screen_time_minutes"":""42""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1293, input_tokens_details=InputTokensDetails(cached_tokens=1024), output_tokens=211, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=1504), user=None, billing={'payer': 'developer'}, completed_at=1767865715, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",36,42
R_8UKWEiEQuhDpzoJ,"Response(id='resp_0945b7cc20a1c1cf00695f7d6e1898819cbd1f9dc3798f8207', created_at=1767865710.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0945b7cc20a1c1cf00695f7d6ef6c4819c98459540dbe69709', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0945b7cc20a1c1cf00695f7d730908819c9bb463100e948e6d', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 21, ""screen_time_minutes"": 14}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1948), user=None, billing={'payer': 'developer'}, completed_at=1767865715, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",21,14
R_87x3Qo6ltFAo23s,"Response(id='resp_0d9ba12e9e2bfce400695f7d7030b881979c5497ab733c0b3d', created_at=1767865712.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0d9ba12e9e2bfce400695f7d71261081979eb8ed0b5ffe9926', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0d9ba12e9e2bfce400695f7d73bfcc8197a88baf76a247230b', content=[ResponseOutputText(annotations=[], text='{\n  ""screen_time_hours"": ""57"",\n  ""screen_time_minutes"": ""13""\n}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=154, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2016), user=None, billing={'payer': 'developer'}, completed_at=1767865716, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",57,13
R_2ARTUgXt9qUdxEp,"Response(id='resp_0ccfc6c96be53c9100695f7d7214f081909208fca91c22b041', created_at=1767865714.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0ccfc6c96be53c9100695f7d734a008190bb971c77a3ceab77', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0ccfc6c96be53c9100695f7d7564c88190a1c5d077e7b0d4a5', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 25, ""screen_time_minutes"": 10}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=2012), user=None, billing={'payer': 'developer'}, completed_at=1767865717, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",25,10
R_2qAQJb52v51cbU5,"Response(id='resp_04cf8e62edf6a82a00695f7d73373081a19d6333dd72d8d75f', created_at=1767865715.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_04cf8e62edf6a82a00695f7d73c34081a1be9d035937604091', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_04cf8e62edf6a82a00695f7d75cb3481a18e1d4c5f1b6ea2b7', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": ""16"", ""screen_time_minutes"": ""28""}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=444, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=150, output_tokens_details=OutputTokensDetails(reasoning_tokens=128), total_tokens=594), user=None, billing={'payer': 'developer'}, completed_at=1767865718, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",16,28
R_8ZDh5LUEnSFd09Y,"Response(id='resp_08d955a69c919ba900695f7d7217388190b61c6c6e063bc49c', created_at=1767865714.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_08d955a69c919ba900695f7d7339b481909e841a2d5a24b885', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_08d955a69c919ba900695f7d762f848190a71bc9519a16d4f2', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 21, ""screen_time_minutes"": 2}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=2076), user=None, billing={'payer': 'developer'}, completed_at=1767865718, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",21,2
R_88INjeAaGJclUfn,"Response(id='resp_0df88c081f0bda9800695f7d73facc819ea873f811f12fefb1', created_at=1767865716.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_0df88c081f0bda9800695f7d74ca7c819e9eac4ddef03b2dce', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_0df88c081f0bda9800695f7d767bf4819e884f0d27474c27d3', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 18, ""screen_time_minutes"": 20}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1862, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=86, output_tokens_details=OutputTokensDetails(reasoning_tokens=64), total_tokens=1948), user=None, billing={'payer': 'developer'}, completed_at=1767865719, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",18,20
R_3CNBcLLM553UgP9,"Response(id='resp_053e0b7cf1de747b00695f7d741e84819ea5f154a6c823f655', created_at=1767865716.0, error=None, incomplete_details=None, instructions=None, metadata={}, model='gpt-5-mini-2025-08-07', object='response', output=[ResponseReasoningItem(id='rs_053e0b7cf1de747b00695f7d74afd4819e9f6fcbd23143d60e', summary=[], type='reasoning', encrypted_content=None, status=None), ResponseOutputMessage(id='msg_053e0b7cf1de747b00695f7d7799cc819e823148c7af7ab328', content=[ResponseOutputText(annotations=[], text='{""screen_time_hours"": 2, ""screen_time_minutes"": 10}', type='output_text', logprobs=[])], role='assistant', status='completed', type='message')], parallel_tool_calls=True, temperature=1.0, tool_choice='auto', tools=[], top_p=1.0, background=False, max_output_tokens=None, previous_response_id=None, reasoning=Reasoning(effort='medium', generate_summary=None, summary=None), service_tier='default', status='completed', text=ResponseTextConfig(format=ResponseFormatText(type='text'), verbosity='medium'), truncation='disabled', usage=ResponseUsage(input_tokens=1293, input_tokens_details=InputTokensDetails(cached_tokens=0), output_tokens=214, output_tokens_details=OutputTokensDetails(reasoning_tokens=192), total_tokens=1507), user=None, billing={'payer': 'developer'}, completed_at=1767865720, max_tool_calls=None, prompt_cache_key=None, prompt_cache_retention=None, safety_identifier=None, store=True, top_logprobs=0)",2,10
