session_id,miti_dimension,score,error
MI-MAINEXP-83765481,Empathy,4,0
MI-MAINEXP-11912175,Softening Sustain Talk,4,0
MI-MAINEXP-11912175,Partnership,4,0
MI-MAINEXP-11912175,Empathy,4,0
MI-MAINEXP-83781228,Softening Sustain Talk,4,0
MI-MAINEXP-11921398,Cultivating Change Talk,1,0
MI-MAINEXP-11921398,Partnership,3,0
MI-MAINEXP-83781228,Partnership,4,0
MI-MAINEXP-11921398,Softening Sustain Talk,4,0
MI-MAINEXP-83890789,Cultivating Change Talk,2,0
MI-MAINEXP-11921398,Empathy,4,0
MI-MAINEXP-83781228,Empathy,3,0
MI-MAINEXP-11954694,Cultivating Change Talk,2,0
MI-MAINEXP-83890789,Partnership,4,0
MI-MAINEXP-83890789,Empathy,3,0
MI-MAINEXP-83781228,Cultivating Change Talk,2,0
MI-MAINEXP-83890789,Softening Sustain Talk,4,0
MI-MAINEXP-11954694,Softening Sustain Talk,4,0
MI-MAINEXP-84112025,Cultivating Change Talk,1,0
MI-MAINEXP-11954694,Empathy,4,0
MI-MAINEXP-11954694,Partnership,3,0
MI-MAINEXP-11965241,Cultivating Change Talk,2,0
MI-MAINEXP-84112025,Partnership,2,0
MI-MAINEXP-84112025,Softening Sustain Talk,5,0
MI-MAINEXP-84112025,Empathy,3,0
MI-MAINEXP-11965241,Empathy,4,0
MI-MAINEXP-11965241,Partnership,4,0
MI-MAINEXP-11965241,Softening Sustain Talk,4,0
MI-MAINEXP-84117585,Cultivating Change Talk,1,0
MI-MAINEXP-84117585,Empathy,4,0
MI-MAINEXP-84117585,Partnership,4,0
MI-MAINEXP-84295096,Cultivating Change Talk,2,0
MI-MAINEXP-1212231,Cultivating Change Talk,2,0
MI-MAINEXP-1212231,Empathy,4,0
MI-MAINEXP-1212231,Softening Sustain Talk,4,0
MI-MAINEXP-84117585,Softening Sustain Talk,4,0
MI-MAINEXP-1221320,Cultivating Change Talk,2,0
MI-MAINEXP-84295096,Empathy,4,0
MI-MAINEXP-84295096,Softening Sustain Talk,4,0
MI-MAINEXP-1221320,Softening Sustain Talk,4,0
MI-MAINEXP-84365557,Cultivating Change Talk,2,0
MI-MAINEXP-1221320,Partnership,3,0
MI-MAINEXP-1221320,Empathy,4,0
MI-MAINEXP-12244452,Cultivating Change Talk,2,0
MI-MAINEXP-84365557,Softening Sustain Talk,4,0
MI-MAINEXP-84365557,Empathy,3,0
MI-MAINEXP-84365557,Partnership,3,0
MI-MAINEXP-12244452,Softening Sustain Talk,4,0
MI-MAINEXP-76371121,Empathy,4,0
MI-MAINEXP-84295096,Partnership,4,0
MI-MAINEXP-76561478,Empathy,4,0
MI-MAINEXP-76561478,Softening Sustain Talk,4,0
MI-MAINEXP-76561478,Partnership,4,0
MI-MAINEXP-76561478,Cultivating Change Talk,2,0
MI-MAINEXP-76607480,Cultivating Change Talk,2,0
MI-MAINEXP-76607480,Partnership,4,0
MI-MAINEXP-76894371,Cultivating Change Talk,2,0
MI-MAINEXP-1212231,Partnership,4,0
MI-MAINEXP-76894371,Partnership,4,0
MI-MAINEXP-76607480,Empathy,3,0
MI-MAINEXP-76894371,Empathy,4,0
MI-MAINEXP-76992702,Cultivating Change Talk,2,0
MI-MAINEXP-76992702,Empathy,4,0
MI-MAINEXP-76992702,Partnership,4,0
MI-MAINEXP-76894371,Softening Sustain Talk,4,0
MI-MAINEXP-76992702,Softening Sustain Talk,4,0
MI-MAINEXP-77057131,Cultivating Change Talk,2,0
MI-MAINEXP-77057131,Softening Sustain Talk,4,0
MI-MAINEXP-77057131,Partnership,4,0
MI-MAINEXP-77057131,Empathy,4,0
MI-MAINEXP-77188042,Empathy,4,0
MI-MAINEXP-77188042,Softening Sustain Talk,4,0
MI-MAINEXP-77188042,Partnership,3,0
MI-MAINEXP-77188093,Cultivating Change Talk,2,0
MI-MAINEXP-77188093,Empathy,4,0
MI-MAINEXP-77188093,Partnership,4,0
MI-MAINEXP-2542158,Empathy,3,0
MI-MAINEXP-77188093,Softening Sustain Talk,5,0
MI-MAINEXP-7723050,Cultivating Change Talk,2,0
MI-MAINEXP-46167855,Partnership,3,0
MI-MAINEXP-7723050,Softening Sustain Talk,4,0
MI-MAINEXP-76607480,Softening Sustain Talk,4,0
MI-MAINEXP-48930806,Empathy,4,0
MI-MAINEXP-73278561,Partnership,4,0
MI-MAINEXP-97365423,Partnership,4,0
MI-MAINEXP-97365423,Softening Sustain Talk,4,0
MI-MAINEXP-46167855,Empathy,4,0
MI-MAINEXP-73278561,Empathy,4,0
MI-MAINEXP-25536630,Cultivating Change Talk,2,0
MI-MAINEXP-49277721,Cultivating Change Talk,2,0
MI-MAINEXP-73511617,Cultivating Change Talk,2,0
MI-MAINEXP-25536630,Partnership,4,0
MI-MAINEXP-49277721,Softening Sustain Talk,4,0
MI-MAINEXP-46265637,Cultivating Change Talk,2,0
MI-MAINEXP-25536630,Softening Sustain Talk,4,0
MI-MAINEXP-77188042,Cultivating Change Talk,2,0
MI-MAINEXP-97365423,Empathy,4,0
MI-MAINEXP-46265637,Softening Sustain Talk,4,0
MI-MAINEXP-97424357,Cultivating Change Talk,2,0
MI-MAINEXP-25536630,Empathy,4,0
MI-MAINEXP-46265637,Partnership,4,0
MI-MAINEXP-49277721,Partnership,4,0
MI-MAINEXP-73511617,Softening Sustain Talk,4,0
MI-MAINEXP-49277721,Empathy,4,0
MI-MAINEXP-73511617,Partnership,4,0
MI-MAINEXP-46265637,Empathy,4,0
MI-MAINEXP-97424357,Softening Sustain Talk,4,0
MI-MAINEXP-25595846,Cultivating Change Talk,1,0
MI-MAINEXP-97424357,Partnership,4,0
MI-MAINEXP-49324469,Cultivating Change Talk,2,0
MI-MAINEXP-25595846,Softening Sustain Talk,4,0
MI-MAINEXP-4643808,Cultivating Change Talk,3,0
MI-MAINEXP-73523105,Cultivating Change Talk,2,0
MI-MAINEXP-73511617,Empathy,4,0
MI-MAINEXP-49324469,Softening Sustain Talk,4,0
MI-MAINEXP-97424357,Empathy,3,0
MI-MAINEXP-49324469,Partnership,3,0
MI-MAINEXP-25595846,Partnership,4,0
MI-MAINEXP-25595846,Empathy,3,0
MI-MAINEXP-97435700,Cultivating Change Talk,2,0
MI-MAINEXP-4643808,Softening Sustain Talk,4,0
MI-MAINEXP-73523105,Softening Sustain Talk,4,0
MI-MAINEXP-49324469,Empathy,4,0
MI-MAINEXP-73523105,Partnership,4,0
MI-MAINEXP-73523105,Empathy,4,0
MI-MAINEXP-49364178,Cultivating Change Talk,2,0
MI-MAINEXP-4643808,Partnership,3,0
MI-MAINEXP-4643808,Empathy,4,0
MI-MAINEXP-25740066,Cultivating Change Talk,2,0
MI-MAINEXP-97435700,Partnership,4,0
MI-MAINEXP-97435700,Softening Sustain Talk,4,0
MI-MAINEXP-25740066,Softening Sustain Talk,4,0
MI-MAINEXP-97435700,Empathy,4,0
MI-MAINEXP-46539493,Cultivating Change Talk,2,0
MI-MAINEXP-73591439,Cultivating Change Talk,2,0
MI-MAINEXP-25740066,Partnership,4,0
MI-MAINEXP-49364178,Softening Sustain Talk,4,0
MI-MAINEXP-49364178,Partnership,4,0
MI-MAINEXP-46539493,Softening Sustain Talk,4,0
MI-MAINEXP-97467258,Cultivating Change Talk,2,0
MI-MAINEXP-25740066,Empathy,4,0
MI-MAINEXP-46539493,Partnership,4,0
MI-MAINEXP-49364178,Empathy,3,0
MI-MAINEXP-73591439,Partnership,4,0
MI-MAINEXP-73591439,Softening Sustain Talk,4,0
MI-MAINEXP-25773518,Cultivating Change Talk,2,0
MI-MAINEXP-49557382,Cultivating Change Talk,2,0
MI-MAINEXP-97467258,Softening Sustain Talk,4,0
MI-MAINEXP-46539493,Empathy,4,0
MI-MAINEXP-97467258,Partnership,3,0
MI-MAINEXP-73591439,Empathy,4,0
MI-MAINEXP-25773518,Softening Sustain Talk,4,0
MI-MAINEXP-4655503,Cultivating Change Talk,2,0
MI-MAINEXP-73662730,Cultivating Change Talk,2,0
MI-MAINEXP-25773518,Partnership,4,0
MI-MAINEXP-49557382,Softening Sustain Talk,4,0
MI-MAINEXP-97467258,Empathy,4,0
MI-MAINEXP-49557382,Partnership,3,0
MI-MAINEXP-73662730,Softening Sustain Talk,4,0
MI-MAINEXP-4655503,Softening Sustain Talk,4,0
MI-MAINEXP-97500062,Cultivating Change Talk,2,0
MI-MAINEXP-25773518,Empathy,4,0
MI-MAINEXP-49557382,Empathy,3,0
MI-MAINEXP-4655503,Partnership,3,0
MI-MAINEXP-73662730,Partnership,4,0
MI-MAINEXP-25838992,Cultivating Change Talk,2,0
MI-MAINEXP-4655503,Empathy,3,0
MI-MAINEXP-73662730,Empathy,4,0
MI-MAINEXP-49627631,Cultivating Change Talk,2,0
MI-MAINEXP-97500062,Partnership,3,0
MI-MAINEXP-97500062,Softening Sustain Talk,4,0
MI-MAINEXP-25838992,Softening Sustain Talk,4,0
MI-MAINEXP-4656221,Cultivating Change Talk,4,0
MI-MAINEXP-25838992,Partnership,4,0
MI-MAINEXP-73752017,Cultivating Change Talk,2,0
MI-MAINEXP-97500062,Empathy,4,0
MI-MAINEXP-49627631,Partnership,4,0
MI-MAINEXP-97687845,Cultivating Change Talk,1,0
MI-MAINEXP-49627631,Softening Sustain Talk,4,0
MI-MAINEXP-4656221,Softening Sustain Talk,4,0
MI-MAINEXP-25838992,Empathy,4,0
MI-MAINEXP-4656221,Partnership,4,0
MI-MAINEXP-49627631,Empathy,4,0
MI-MAINEXP-73752017,Partnership,4,0
MI-MAINEXP-73752017,Softening Sustain Talk,4,0
MI-MAINEXP-97687845,Softening Sustain Talk,4,0
MI-MAINEXP-25850983,Cultivating Change Talk,2,0
MI-MAINEXP-4656221,Empathy,4,0
MI-MAINEXP-50002484,Cultivating Change Talk,1,0
MI-MAINEXP-73752017,Empathy,4,0
MI-MAINEXP-97687845,Partnership,3,0
MI-MAINEXP-46780594,Cultivating Change Talk,2,0
MI-MAINEXP-25850983,Softening Sustain Talk,4,0
MI-MAINEXP-25850983,Partnership,4,0
MI-MAINEXP-74053592,Cultivating Change Talk,2,0
MI-MAINEXP-97687845,Empathy,4,0
MI-MAINEXP-50002484,Softening Sustain Talk,3,0
MI-MAINEXP-98659687,Cultivating Change Talk,1,0
MI-MAINEXP-46780594,Softening Sustain Talk,4,0
MI-MAINEXP-50002484,Partnership,3,0
MI-MAINEXP-25850983,Empathy,4,0
MI-MAINEXP-74053592,Partnership,4,0
MI-MAINEXP-50002484,Empathy,3,0
MI-MAINEXP-46780594,Partnership,4,0
MI-MAINEXP-74053592,Softening Sustain Talk,4,0
MI-MAINEXP-98659687,Softening Sustain Talk,4,0
MI-MAINEXP-26031344,Cultivating Change Talk,2,0
MI-MAINEXP-46885196,Cultivating Change Talk,2,0
MI-MAINEXP-74053592,Empathy,4,0
MI-MAINEXP-98659687,Partnership,4,0
MI-MAINEXP-46780594,Empathy,4,0
MI-MAINEXP-26031344,Softening Sustain Talk,4,0
MI-MAINEXP-50158783,Cultivating Change Talk,1,0
MI-MAINEXP-74092448,Cultivating Change Talk,2,0
MI-MAINEXP-98659687,Empathy,2,0
MI-MAINEXP-50158783,Partnership,3,0
MI-MAINEXP-50158783,Softening Sustain Talk,4,0
MI-MAINEXP-26031344,Partnership,3,0
MI-MAINEXP-46885196,Softening Sustain Talk,4,0
MI-MAINEXP-74092448,Softening Sustain Talk,4,0
MI-MAINEXP-98983474,Cultivating Change Talk,2,0
MI-MAINEXP-26031344,Empathy,4,0
MI-MAINEXP-50158783,Empathy,4,0
MI-MAINEXP-74092448,Partnership,3,0
MI-MAINEXP-46885196,Partnership,4,0
MI-MAINEXP-98983474,Softening Sustain Talk,4,0
MI-MAINEXP-5030831,Cultivating Change Talk,1,0
MI-MAINEXP-46885196,Empathy,4,0
MI-MAINEXP-98983474,Partnership,4,0
MI-MAINEXP-74092448,Empathy,3,0
MI-MAINEXP-2605799,Cultivating Change Talk,4,0
MI-MAINEXP-2605799,Softening Sustain Talk,4,0
MI-MAINEXP-5030831,Softening Sustain Talk,4,0
MI-MAINEXP-46951885,Cultivating Change Talk,1,0
MI-MAINEXP-7433287,Cultivating Change Talk,2,0
MI-MAINEXP-22633233,Partnership,4,0
MI-MAINEXP-98983474,Empathy,3,0
MI-MAINEXP-22633233,Empathy,4,0
MI-MAINEXP-28469985,Cultivating Change Talk,2,0
MI-MAINEXP-94887898,Cultivating Change Talk,2,0
MI-MAINEXP-7064266,Partnership,3,0
MI-MAINEXP-7064266,Softening Sustain Talk,4,0
MI-MAINEXP-7064266,Empathy,4,0
MI-MAINEXP-28469985,Partnership,4,0
MI-MAINEXP-28469985,Softening Sustain Talk,4,0
MI-MAINEXP-22802141,Cultivating Change Talk,2,0
MI-MAINEXP-94887898,Partnership,4,0
MI-MAINEXP-94887898,Softening Sustain Talk,4,0
MI-MAINEXP-28469985,Empathy,4,0
MI-MAINEXP-22802141,Softening Sustain Talk,4,0
MI-MAINEXP-70698496,Cultivating Change Talk,1,0
MI-MAINEXP-94887898,Empathy,4,0
MI-MAINEXP-22802141,Partnership,4,0
MI-MAINEXP-28551882,Cultivating Change Talk,2,0
MI-MAINEXP-94927551,Cultivating Change Talk,2,0
MI-MAINEXP-70698496,Softening Sustain Talk,4,0
MI-MAINEXP-28551882,Partnership,2,0
MI-MAINEXP-22920641,Cultivating Change Talk,2,0
MI-MAINEXP-28551882,Softening Sustain Talk,4,0
MI-MAINEXP-70698496,Partnership,3,0
MI-MAINEXP-70698496,Empathy,3,0
MI-MAINEXP-94927551,Softening Sustain Talk,4,0
MI-MAINEXP-94927551,Partnership,4,0
MI-MAINEXP-28551882,Empathy,4,0
MI-MAINEXP-22920641,Softening Sustain Talk,4,0
MI-MAINEXP-22920641,Partnership,4,0
MI-MAINEXP-94927551,Empathy,4,0
MI-MAINEXP-70808569,Cultivating Change Talk,2,0
MI-MAINEXP-28632300,Cultivating Change Talk,1,0
MI-MAINEXP-94984816,Cultivating Change Talk,2,0
MI-MAINEXP-22920641,Empathy,3,0
MI-MAINEXP-28632300,Softening Sustain Talk,4,0
MI-MAINEXP-70808569,Softening Sustain Talk,4,0
MI-MAINEXP-22802141,Empathy,4,0
MI-MAINEXP-70808569,Partnership,4,0
MI-MAINEXP-23009184,Cultivating Change Talk,1,0
MI-MAINEXP-70808569,Empathy,3,0
MI-MAINEXP-94984816,Softening Sustain Talk,4,0
MI-MAINEXP-28632300,Partnership,2,0
MI-MAINEXP-94984816,Partnership,4,0
MI-MAINEXP-28632300,Empathy,3,0
MI-MAINEXP-94984816,Empathy,4,0
MI-MAINEXP-23009184,Softening Sustain Talk,4,0
MI-MAINEXP-70935969,Cultivating Change Talk,1,0
MI-MAINEXP-23009184,Partnership,4,0
MI-MAINEXP-2865529,Cultivating Change Talk,2,0
MI-MAINEXP-95018187,Cultivating Change Talk,2,0
MI-MAINEXP-23009184,Empathy,4,0
MI-MAINEXP-70935969,Softening Sustain Talk,4,0
MI-MAINEXP-70935969,Partnership,4,0
MI-MAINEXP-2865529,Softening Sustain Talk,4,0
MI-MAINEXP-2865529,Partnership,4,0
MI-MAINEXP-23189458,Cultivating Change Talk,2,0
MI-MAINEXP-95018187,Softening Sustain Talk,4,0
MI-MAINEXP-95018187,Partnership,4,0
MI-MAINEXP-2865529,Empathy,4,0
MI-MAINEXP-71066806,Cultivating Change Talk,2,0
MI-MAINEXP-95018187,Empathy,4,0
MI-MAINEXP-23189458,Softening Sustain Talk,4,0
MI-MAINEXP-95027372,Cultivating Change Talk,2,0
MI-MAINEXP-23189458,Partnership,3,0
MI-MAINEXP-2880314,Cultivating Change Talk,1,0
MI-MAINEXP-71066806,Partnership,4,0
MI-MAINEXP-71066806,Softening Sustain Talk,4,0
MI-MAINEXP-23189458,Empathy,4,0
MI-MAINEXP-2880314,Softening Sustain Talk,4,0
MI-MAINEXP-2880314,Partnership,4,0
MI-MAINEXP-2880314,Empathy,3,0
MI-MAINEXP-95027372,Softening Sustain Talk,4,0
MI-MAINEXP-71066806,Empathy,4,0
MI-MAINEXP-23220325,Cultivating Change Talk,2,0
MI-MAINEXP-23220325,Softening Sustain Talk,4,0
MI-MAINEXP-95027372,Partnership,4,0
MI-MAINEXP-71075523,Cultivating Change Talk,2,0
MI-MAINEXP-23220325,Empathy,4,0
MI-MAINEXP-71075523,Softening Sustain Talk,4,0
MI-MAINEXP-95029154,Cultivating Change Talk,2,0
MI-MAINEXP-23220325,Partnership,4,0
MI-MAINEXP-28874857,Cultivating Change Talk,2,0
MI-MAINEXP-95027372,Empathy,3,0
MI-MAINEXP-71075523,Partnership,4,0
MI-MAINEXP-71075523,Empathy,4,0
MI-MAINEXP-95029154,Softening Sustain Talk,4,0
MI-MAINEXP-28874857,Softening Sustain Talk,4,0
MI-MAINEXP-23253060,Cultivating Change Talk,2,0
MI-MAINEXP-95029154,Partnership,3,0
MI-MAINEXP-23253060,Softening Sustain Talk,4,0
MI-MAINEXP-28874857,Partnership,4,0
MI-MAINEXP-28874857,Empathy,4,0
MI-MAINEXP-95029154,Empathy,3,0
MI-MAINEXP-71076021,Cultivating Change Talk,2,0
MI-MAINEXP-28968920,Cultivating Change Talk,1,0
MI-MAINEXP-23253060,Partnership,3,0
MI-MAINEXP-23253060,Empathy,4,0
MI-MAINEXP-95140930,Cultivating Change Talk,2,0
MI-MAINEXP-71076021,Softening Sustain Talk,4,0
MI-MAINEXP-71076021,Partnership,4,0
MI-MAINEXP-28968920,Partnership,2,0
MI-MAINEXP-71076021,Empathy,4,0
MI-MAINEXP-95140930,Softening Sustain Talk,4,0
MI-MAINEXP-28968920,Softening Sustain Talk,4,0
MI-MAINEXP-95140930,Partnership,3,0
MI-MAINEXP-23507216,Cultivating Change Talk,1,0
MI-MAINEXP-23507216,Softening Sustain Talk,4,0
MI-MAINEXP-28968920,Empathy,3,0
MI-MAINEXP-71198938,Cultivating Change Talk,2,0
MI-MAINEXP-95140930,Empathy,4,0
MI-MAINEXP-23507216,Partnership,3,0
MI-MAINEXP-28995280,Cultivating Change Talk,2,0
MI-MAINEXP-95350847,Cultivating Change Talk,2,0
MI-MAINEXP-23507216,Empathy,4,0
MI-MAINEXP-71198938,Partnership,3,0
MI-MAINEXP-71198938,Softening Sustain Talk,4,0
MI-MAINEXP-28995280,Softening Sustain Talk,4,0
MI-MAINEXP-28995280,Partnership,4,0
MI-MAINEXP-95350847,Softening Sustain Talk,4,0
MI-MAINEXP-71198938,Empathy,4,0
MI-MAINEXP-23741086,Cultivating Change Talk,3,0
MI-MAINEXP-95350847,Partnership,3,0
MI-MAINEXP-4256717,Partnership,4,0
MI-MAINEXP-4256717,Empathy,4,0
MI-MAINEXP-4256717,Softening Sustain Talk,4,0
MI-MAINEXP-42628076,Partnership,3,0
MI-MAINEXP-42628076,Softening Sustain Talk,4,0
MI-MAINEXP-42628076,Empathy,4,0
MI-MAINEXP-43212500,Cultivating Change Talk,1,0
MI-MAINEXP-42628076,Cultivating Change Talk,1,0
MI-MAINEXP-43212500,Partnership,2,0
MI-MAINEXP-43212500,Empathy,3,0
MI-MAINEXP-43212500,Softening Sustain Talk,4,0
MI-MAINEXP-43236737,Empathy,4,0
MI-MAINEXP-43236737,Cultivating Change Talk,2,0
MI-MAINEXP-43236737,Partnership,4,0
MI-MAINEXP-43236737,Softening Sustain Talk,4,0
MI-MAINEXP-43311669,Cultivating Change Talk,2,0
MI-MAINEXP-43311669,Softening Sustain Talk,4,0
MI-MAINEXP-70935969,Empathy,4,0
MI-MAINEXP-43311669,Partnership,4,0
MI-MAINEXP-43311669,Empathy,4,0
MI-MAINEXP-43567764,Cultivating Change Talk,2,0
MI-MAINEXP-43567764,Partnership,4,0
MI-MAINEXP-43567764,Empathy,4,0
MI-MAINEXP-43567764,Softening Sustain Talk,4,0
MI-MAINEXP-43616076,Cultivating Change Talk,2,0
MI-MAINEXP-43616076,Softening Sustain Talk,4,0
MI-MAINEXP-43616076,Empathy,4,0
MI-MAINEXP-43616076,Partnership,4,0
MI-MAINEXP-43659017,Empathy,4,0
MI-MAINEXP-43659017,Cultivating Change Talk,2,0
MI-MAINEXP-43659017,Partnership,4,0
MI-MAINEXP-43659017,Softening Sustain Talk,4,0
MI-MAINEXP-92044477,Cultivating Change Talk,2,0
MI-MAINEXP-91949373,Empathy,4,0
MI-MAINEXP-92044477,Partnership,4,0
MI-MAINEXP-92044477,Empathy,4,0
MI-MAINEXP-92044477,Softening Sustain Talk,4,0
MI-MAINEXP-92058862,Partnership,4,0
MI-MAINEXP-92058862,Cultivating Change Talk,2,0
MI-MAINEXP-92058862,Empathy,3,0
MI-MAINEXP-92058862,Softening Sustain Talk,4,0
MI-MAINEXP-92644126,Cultivating Change Talk,1,0
MI-MAINEXP-92644126,Partnership,4,0
MI-MAINEXP-92644126,Empathy,4,0
MI-MAINEXP-92644126,Softening Sustain Talk,3,0
MI-MAINEXP-92647363,Cultivating Change Talk,2,0
MI-MAINEXP-92647363,Empathy,4,0
MI-MAINEXP-92647363,Softening Sustain Talk,4,0
MI-MAINEXP-92647363,Partnership,4,0
MI-MAINEXP-92665707,Cultivating Change Talk,2,0
MI-MAINEXP-92665707,Empathy,4,0
MI-MAINEXP-92665707,Partnership,3,0
MI-MAINEXP-92732107,Partnership,4,0
MI-MAINEXP-92665707,Softening Sustain Talk,4,0
MI-MAINEXP-92732107,Cultivating Change Talk,2,0
MI-MAINEXP-92732107,Empathy,4,0
MI-MAINEXP-92758079,Cultivating Change Talk,2,0
MI-MAINEXP-92758079,Partnership,3,0
MI-MAINEXP-92732107,Softening Sustain Talk,4,0
MI-MAINEXP-92758079,Empathy,4,0
MI-MAINEXP-92758079,Softening Sustain Talk,4,0
MI-MAINEXP-93045566,Softening Sustain Talk,4,0
MI-MAINEXP-93045566,Cultivating Change Talk,2,0
MI-MAINEXP-18103171,Cultivating Change Talk,2,0
MI-MAINEXP-37808095,Empathy,4,0
MI-MAINEXP-20843195,Softening Sustain Talk,4,0
MI-MAINEXP-67574808,Cultivating Change Talk,2,0
MI-MAINEXP-89055274,Partnership,4,0
MI-MAINEXP-39980755,Cultivating Change Talk,2,0
MI-MAINEXP-20843195,Partnership,4,0
MI-MAINEXP-37860642,Cultivating Change Talk,2,0
MI-MAINEXP-18103171,Partnership,3,0
MI-MAINEXP-89055274,Empathy,3,0
MI-MAINEXP-18103171,Softening Sustain Talk,4,0
MI-MAINEXP-39980755,Softening Sustain Talk,4,0
MI-MAINEXP-20843195,Empathy,3,0
MI-MAINEXP-67574808,Softening Sustain Talk,4,0
MI-MAINEXP-39980755,Partnership,2,0
MI-MAINEXP-89276524,Cultivating Change Talk,2,0
MI-MAINEXP-37860642,Softening Sustain Talk,4,0
MI-MAINEXP-18103171,Empathy,4,0
MI-MAINEXP-67574808,Partnership,4,0
MI-MAINEXP-37860642,Partnership,3,0
MI-MAINEXP-20861590,Cultivating Change Talk,2,0
MI-MAINEXP-39980755,Empathy,4,0
MI-MAINEXP-37860642,Empathy,3,0
MI-MAINEXP-18420716,Cultivating Change Talk,2,0
MI-MAINEXP-39998176,Cultivating Change Talk,2,0
MI-MAINEXP-20861590,Softening Sustain Talk,4,0
MI-MAINEXP-89276524,Softening Sustain Talk,4,0
MI-MAINEXP-67583651,Cultivating Change Talk,2,0
MI-MAINEXP-20861590,Partnership,3,0
MI-MAINEXP-67574808,Empathy,4,0
MI-MAINEXP-89276524,Partnership,3,0
MI-MAINEXP-18420716,Softening Sustain Talk,4,0
MI-MAINEXP-37909232,Cultivating Change Talk,2,0
MI-MAINEXP-89276524,Empathy,3,0
MI-MAINEXP-18420716,Partnership,4,0
MI-MAINEXP-67583651,Softening Sustain Talk,4,0
MI-MAINEXP-20861590,Empathy,4,0
MI-MAINEXP-39998176,Softening Sustain Talk,4,0
MI-MAINEXP-39998176,Partnership,4,0
MI-MAINEXP-18420716,Empathy,4,0
MI-MAINEXP-67583651,Partnership,3,0
MI-MAINEXP-89299283,Cultivating Change Talk,2,0
MI-MAINEXP-37909232,Softening Sustain Talk,4,0
MI-MAINEXP-39998176,Empathy,4,0
MI-MAINEXP-37909232,Partnership,4,0
MI-MAINEXP-20922275,Cultivating Change Talk,2,0
MI-MAINEXP-67583651,Empathy,3,0
MI-MAINEXP-37909232,Empathy,4,0
MI-MAINEXP-89299283,Softening Sustain Talk,4,0
MI-MAINEXP-18501520,Cultivating Change Talk,2,0
MI-MAINEXP-67721508,Cultivating Change Talk,2,0
MI-MAINEXP-20922275,Softening Sustain Talk,4,0
MI-MAINEXP-40065352,Cultivating Change Talk,2,0
MI-MAINEXP-89299283,Partnership,3,0
MI-MAINEXP-20922275,Partnership,4,0
MI-MAINEXP-3793580,Cultivating Change Talk,2,0
MI-MAINEXP-18501520,Softening Sustain Talk,4,0
MI-MAINEXP-40065352,Softening Sustain Talk,4,0
MI-MAINEXP-20922275,Empathy,4,0
MI-MAINEXP-89299283,Empathy,4,0
MI-MAINEXP-18501520,Partnership,3,0
MI-MAINEXP-67721508,Softening Sustain Talk,4,0
MI-MAINEXP-18501520,Empathy,3,0
MI-MAINEXP-40065352,Partnership,4,0
MI-MAINEXP-40065352,Empathy,4,0
MI-MAINEXP-3793580,Partnership,4,0
MI-MAINEXP-3793580,Softening Sustain Talk,4,0
MI-MAINEXP-67721508,Partnership,4,0
MI-MAINEXP-20959199,Cultivating Change Talk,2,0
MI-MAINEXP-89314526,Cultivating Change Talk,2,0
MI-MAINEXP-67721508,Empathy,3,0
MI-MAINEXP-18654168,Cultivating Change Talk,2,0
MI-MAINEXP-3793580,Empathy,4,0
MI-MAINEXP-40115997,Cultivating Change Talk,2,0
MI-MAINEXP-89314526,Softening Sustain Talk,5,0
MI-MAINEXP-20959199,Softening Sustain Talk,4,0
MI-MAINEXP-6803492,Cultivating Change Talk,2,0
MI-MAINEXP-20959199,Partnership,4,0
MI-MAINEXP-18654168,Softening Sustain Talk,5,0
MI-MAINEXP-89314526,Partnership,3,0
MI-MAINEXP-89314526,Empathy,4,0
MI-MAINEXP-38042903,Cultivating Change Talk,2,0
MI-MAINEXP-18654168,Partnership,2,0
MI-MAINEXP-40115997,Softening Sustain Talk,4,0
MI-MAINEXP-6803492,Softening Sustain Talk,4,0
MI-MAINEXP-20959199,Empathy,4,0
MI-MAINEXP-40115997,Partnership,4,0
MI-MAINEXP-89587096,Cultivating Change Talk,2,0
MI-MAINEXP-38042903,Softening Sustain Talk,4,0
MI-MAINEXP-6803492,Partnership,4,0
MI-MAINEXP-21015587,Cultivating Change Talk,2,0
MI-MAINEXP-18654168,Empathy,3,0
MI-MAINEXP-40115997,Empathy,4,0
MI-MAINEXP-38042903,Partnership,4,0
MI-MAINEXP-6803492,Empathy,4,0
MI-MAINEXP-1873046,Cultivating Change Talk,2,0
MI-MAINEXP-38042903,Empathy,4,0
MI-MAINEXP-89587096,Softening Sustain Talk,3,0
MI-MAINEXP-40155652,Cultivating Change Talk,1,0
MI-MAINEXP-89587096,Partnership,3,0
MI-MAINEXP-21015587,Softening Sustain Talk,4,0
MI-MAINEXP-1873046,Softening Sustain Talk,4,0
MI-MAINEXP-21015587,Partnership,3,0
MI-MAINEXP-38321948,Cultivating Change Talk,2,0
MI-MAINEXP-40155652,Softening Sustain Talk,4,0
MI-MAINEXP-89587096,Empathy,4,0
MI-MAINEXP-68050113,Softening Sustain Talk,4,0
MI-MAINEXP-1873046,Partnership,4,0
MI-MAINEXP-21015587,Empathy,4,0
MI-MAINEXP-68050113,Partnership,4,0
MI-MAINEXP-40155652,Partnership,3,0
MI-MAINEXP-38321948,Softening Sustain Talk,4,0
MI-MAINEXP-2102010,Cultivating Change Talk,2,0
MI-MAINEXP-89874527,Cultivating Change Talk,2,0
MI-MAINEXP-1873046,Empathy,4,0
