topic_id,p_topic,topic_keywords,type,question_name,order,user_id_raw,T,treatment,topic_label
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_closing_summary,28,49174608,3,Direct persuasion,Physical Strategies to Limit Phone Use
11,0.3487048728328362,posts - hate - news - people - post - bad - don like - read - positive - type,answer,followup_past_positives,2,93360217,2,Ambivalence,Negative Content and Ad Intrusion
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,93360217,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,93360217,2,Ambivalence,Balancing Connection and Social Media Use
11,0.3633260725137076,posts - hate - news - people - post - bad - don like - read - positive - type,answer,deepen_negatives,8,93360217,2,Ambivalence,Negative Content and Ad Intrusion
7,0.4185994205135027,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,values_discrepancy,10,93360217,2,Ambivalence,Unproductive and Prolonged Scrolling
2,0.9402662852806384,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,summary_understanding,12,93360217,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,first_scaling_question,14,93360217,2,Ambivalence,Struggling to Regulate Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,importance_followup_higher,18,93360217,2,Ambivalence,Social Media Impact on Energy and Productivity
14,0.3198423730042595,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,imagine_consequences,20,93360217,2,Ambivalence,Affirming Importance and Priority
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,93360217,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_followup_higher,26,93360217,2,Ambivalence,Struggling to Regulate Social Media Use
7,0.2146432718545754,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,strengths_past_success,28,93360217,2,Ambivalence,Unproductive and Prolonged Scrolling
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,menu_of_choices_1,30,93360217,2,Ambivalence,Struggling to Regulate Social Media Use
10,0.96600630259455,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,action_step,32,93360217,2,Ambivalence,App and Notification Use Management
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,review_interview,34,93360217,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,wrap_up,36,93360217,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_positives,2,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,54406469,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,54406469,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_negatives,8,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
8,0.4404075616743653,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,values_discrepancy,10,54406469,2,Ambivalence,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,12,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
12,1.0,right - perfect - ve got - fine - did - good - change - completely - think - plan,answer,first_scaling_question,14,54406469,2,Ambivalence,Explicit Confirmation of Accuracy
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,importance_followup_higher,18,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,54406469,2,Ambivalence,Confidence in Changing Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,second_scaling_question,22,54406469,2,Ambivalence,Balancing Connection and Social Media Use
14,1.0,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,confidence_followup_higher,26,54406469,2,Ambivalence,Affirming Importance and Priority
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,strengths_past_success,28,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
5,0.5821718709216076,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,menu_of_choices_1,30,54406469,2,Ambivalence,Daily Timing of Social Media Use
15,1.0,cut - reduce - evenings - improve - don feel - sleep - issue - help - spend time - family,answer,action_step,32,54406469,2,Ambivalence,Gradual Reduction of Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,34,54406469,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,wrap_up,36,54406469,2,Ambivalence,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_negatives,2,61673433,1,Change Talk,Struggling to Regulate Social Media Use
2,0.8702520389330558,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,deepen_negative_impacts,4,61673433,1,Change Talk,Social Media Impact on Energy and Productivity
7,0.5432624825373938,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,followup_2_past_negatives,6,61673433,1,Change Talk,Unproductive and Prolonged Scrolling
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,values_future_vision,8,61673433,1,Change Talk,Social Media Impact on Energy and Productivity
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,summary_understanding,10,61673433,1,Change Talk,Improving Focus and Productivity
14,0.7812735908958462,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,dig_deeper_first_scaling_question,16,61673433,1,Change Talk,Affirming Importance and Priority
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,18,61673433,1,Change Talk,Struggling to Regulate Social Media Use
8,0.7964446912587665,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,ability_booster_strengths,22,61673433,1,Change Talk,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_past_success,24,61673433,1,Change Talk,Struggling to Regulate Social Media Use
2,0.901644426929478,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,menu_of_choices_1,26,61673433,1,Change Talk,Social Media Impact on Energy and Productivity
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,action_step,28,61673433,1,Change Talk,Physical Strategies to Limit Phone Use
4,0.4100665469589742,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,review_interview,30,61673433,1,Change Talk,Improving Focus and Productivity
6,0.749957681910152,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,wrap_up,32,61673433,1,Change Talk,Challenges in Changing Social Media Habits
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_reaction_relevance,2,5420936,3,Direct persuasion,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_habits_map,4,5420936,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_direct_harms,6,5420936,3,Direct persuasion,Struggling to Regulate Social Media Use
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,t4_benefits_ask,8,5420936,3,Direct persuasion,Daily Timing of Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_benefits_counter,10,5420936,3,Direct persuasion,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_importance_scale,12,5420936,3,Direct persuasion,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_importance_to_plan,14,5420936,3,Direct persuasion,Struggling to Regulate Social Media Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_plan_or_benchmarks,16,5420936,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_commitment_rule,18,5420936,3,Direct persuasion,Struggling to Regulate Social Media Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_enforcement,20,5420936,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_confidence_scale2,22,5420936,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_reaction_relevance,2,44648579,3,Direct persuasion,Struggling to Regulate Social Media Use
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,t4_habits_map,4,44648579,3,Direct persuasion,Daily Timing of Social Media Use
0,0.8802943181886731,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_direct_harms,6,44648579,3,Direct persuasion,Balancing Connection and Social Media Use
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,t4_benefits_ask,8,44648579,3,Direct persuasion,Improving Focus and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_benefits_counter,10,44648579,3,Direct persuasion,Struggling to Regulate Social Media Use
4,1.0,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,t4_importance_scale,12,44648579,3,Direct persuasion,Improving Focus and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,t4_importance_to_plan,14,44648579,3,Direct persuasion,Confidence in Changing Social Media Use
2,0.7400371103255977,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,t4_plan_or_benchmarks,16,44648579,3,Direct persuasion,Social Media Impact on Energy and Productivity
19,1.0,weeks - break - minutes - plan - completely - work - difference - minute - cut - feels,answer,t4_commitment_rule,18,44648579,3,Direct persuasion,Preference for Gradual Social Media Reduction
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_enforcement,20,44648579,3,Direct persuasion,Physical Strategies to Limit Phone Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_confidence_scale2,22,44648579,3,Direct persuasion,Physical Strategies to Limit Phone Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,t4_confidence_strengthen,24,44648579,3,Direct persuasion,Confidence in Changing Social Media Use
17,1.0,ideas - think really - thought - mind - moment - don think - think - conscious - thoughts - clear,answer,t4_barriers_solutions,26,44648579,3,Direct persuasion,No Specific Thoughts or Ideas
1,0.7186501823083842,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_closing_summary,28,44648579,3,Direct persuasion,Physical Strategies to Limit Phone Use
0,0.8433958503227574,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_reaction_relevance,2,70205637,3,Direct persuasion,Balancing Connection and Social Media Use
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,t4_habits_map,4,70205637,3,Direct persuasion,Daily Timing of Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_direct_harms,6,70205637,3,Direct persuasion,Struggling to Regulate Social Media Use
2,0.7694287795386747,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,t4_benefits_ask,8,70205637,3,Direct persuasion,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_benefits_counter,10,70205637,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_importance_scale,12,70205637,3,Direct persuasion,Struggling to Regulate Social Media Use
1,0.7540717021311406,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,t4_plan_or_benchmarks,16,70205637,3,Direct persuasion,Physical Strategies to Limit Phone Use
19,1.0,weeks - break - minutes - plan - completely - work - difference - minute - cut - feels,answer,t4_commitment_rule,18,70205637,3,Direct persuasion,Preference for Gradual Social Media Reduction
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_enforcement,20,70205637,3,Direct persuasion,Struggling to Regulate Social Media Use
7,0.3612682150258745,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,t4_confidence_scale2,22,70205637,3,Direct persuasion,Unproductive and Prolonged Scrolling
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_barriers_solutions,26,70205637,3,Direct persuasion,Struggling to Regulate Social Media Use
19,1.0,weeks - break - minutes - plan - completely - work - difference - minute - cut - feels,answer,t4_closing_summary,28,70205637,3,Direct persuasion,Preference for Gradual Social Media Reduction
23,1.0,constantly - small - look - minutes - working - week - time just - evening - late - day,answer,followup_past_positives,2,62074140,2,Ambivalence,Intentional Limited Social Media Checking
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,deepen_positives,4,62074140,2,Ambivalence,Physical Strategies to Limit Phone Use
0,0.8125505989927628,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,62074140,2,Ambivalence,Balancing Connection and Social Media Use
7,0.3432519302416876,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,deepen_negatives,8,62074140,2,Ambivalence,Unproductive and Prolonged Scrolling
7,0.3734121922662538,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,values_discrepancy,10,62074140,2,Ambivalence,Unproductive and Prolonged Scrolling
7,0.6617167284380677,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,summary_understanding,12,62074140,2,Ambivalence,Unproductive and Prolonged Scrolling
16,1.0,perfect - pretty - thoughts - experience - job - balance - change - feel - moment - definitely,answer,first_scaling_question,14,62074140,2,Ambivalence,Agreement with Summary Statements
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_lower,16,62074140,2,Ambivalence,Confidence in Changing Social Media Use
14,0.8422999057042349,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,importance_followup_higher,18,62074140,2,Ambivalence,Affirming Importance and Priority
0,0.7978645495150086,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,imagine_consequences,20,62074140,2,Ambivalence,Balancing Connection and Social Media Use
0,0.8068569977918817,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,second_scaling_question,22,62074140,2,Ambivalence,Balancing Connection and Social Media Use
15,1.0,cut - reduce - evenings - improve - don feel - sleep - issue - help - spend time - family,answer,confidence_followup_higher,26,62074140,2,Ambivalence,Gradual Reduction of Social Media Use
14,0.7126809330908754,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,strengths_past_success,28,62074140,2,Ambivalence,Affirming Importance and Priority
9,0.685680827491786,difficult - health - job - didn - motivated - change - habits - school - self - cut,answer,menu_of_choices_1,30,62074140,2,Ambivalence,Challenges in Sustaining Personal Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,32,62074140,2,Ambivalence,Struggling to Regulate Social Media Use
1,0.4831711989411041,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,review_interview,34,62074140,2,Ambivalence,Physical Strategies to Limit Phone Use
6,0.7719435610604232,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,wrap_up,36,62074140,2,Ambivalence,Challenges in Changing Social Media Habits
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_positives,2,1985326,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,1985326,2,Ambivalence,Balancing Connection and Social Media Use
0,0.8424739016829199,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,1985326,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_negatives,8,1985326,2,Ambivalence,Balancing Connection and Social Media Use
5,0.977820947857,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,values_discrepancy,10,1985326,2,Ambivalence,Daily Timing of Social Media Use
25,0.5964046981797475,person - kind - want - aware - don think - sense - leave - productive - just feel - conscious,answer,summary_understanding,12,1985326,2,Ambivalence,Perceived Productivity and Social Media Conflict
12,1.0,right - perfect - ve got - fine - did - good - change - completely - think - plan,answer,first_scaling_question,14,1985326,2,Ambivalence,Explicit Confirmation of Accuracy
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,importance_followup_higher,18,1985326,2,Ambivalence,Struggling to Regulate Social Media Use
14,0.4352024185252026,important - needs - life - care - thing - conscious - problems - feel like - attention - honestly,answer,imagine_consequences,20,1985326,2,Ambivalence,Affirming Importance and Priority
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,22,1985326,2,Ambivalence,Struggling to Regulate Social Media Use
8,0.5982716000131855,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,confidence_followup_higher,26,1985326,2,Ambivalence,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,strengths_past_success,28,1985326,2,Ambivalence,Struggling to Regulate Social Media Use
6,1.0,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,menu_of_choices_1,30,1985326,2,Ambivalence,Challenges in Changing Social Media Habits
10,1.0,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,action_step,32,1985326,2,Ambivalence,App and Notification Use Management
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,review_interview,34,1985326,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,wrap_up,36,1985326,2,Ambivalence,Balancing Connection and Social Media Use
7,0.875459671732122,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,followup_past_positives,2,67732767,2,Ambivalence,Unproductive and Prolonged Scrolling
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,67732767,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,67732767,2,Ambivalence,Balancing Connection and Social Media Use
18,1.0,question - don know - know - thought - ideas - based - read - main - different - guess,answer,deepen_negatives,8,67732767,2,Ambivalence,Expressions of Uncertainty and Clarification
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,values_discrepancy,10,67732767,2,Ambivalence,Daily Timing of Social Media Use
1,0.9074223157676352,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,summary_understanding,12,67732767,2,Ambivalence,Physical Strategies to Limit Phone Use
6,1.0,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,first_scaling_question,14,67732767,2,Ambivalence,Challenges in Changing Social Media Habits
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_higher,18,67732767,2,Ambivalence,Confidence in Changing Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,67732767,2,Ambivalence,Confidence in Changing Social Media Use
7,0.4090604914267894,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,second_scaling_question,22,67732767,2,Ambivalence,Unproductive and Prolonged Scrolling
8,0.9553137194509164,control - believe - mind - try - self - difficult - stick - effort - want - pretty,answer,confidence_followup_higher,26,67732767,2,Ambivalence,Self-Confidence in Behavior Change
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,strengths_past_success,28,67732767,2,Ambivalence,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,followup_past_positives,2,71012130,2,Ambivalence,Struggling to Regulate Social Media Use
0,0.6878736064782707,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_positives,4,71012130,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,6,71012130,2,Ambivalence,Balancing Connection and Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,deepen_negatives,8,71012130,2,Ambivalence,Balancing Connection and Social Media Use
4,0.461454358295396,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,values_discrepancy,10,71012130,2,Ambivalence,Improving Focus and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,12,71012130,2,Ambivalence,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,first_scaling_question,14,71012130,2,Ambivalence,Balancing Connection and Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,importance_followup_lower,16,71012130,2,Ambivalence,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,importance_followup_higher,18,71012130,2,Ambivalence,Struggling to Regulate Social Media Use
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,imagine_consequences,20,71012130,2,Ambivalence,Confidence in Changing Social Media Use
4,0.8091603626859458,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,second_scaling_question,22,71012130,2,Ambivalence,Improving Focus and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,confidence_followup_lower,24,71012130,2,Ambivalence,Confidence in Changing Social Media Use
0,0.7375768514785869,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,confidence_followup_higher,26,71012130,2,Ambivalence,Balancing Connection and Social Media Use
6,1.0,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,strengths_past_success,28,71012130,2,Ambivalence,Challenges in Changing Social Media Habits
28,1.0,conversation - talking - stop - waste time - love - posts - pretty - guess - looking - don think,answer,menu_of_choices_1,30,71012130,2,Ambivalence,Managing Conversational Engagement
10,0.865447792661824,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,followup_past_negatives,2,17080535,1,Change Talk,App and Notification Use Management
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,deepen_negative_impacts,4,17080535,1,Change Talk,Social Media Impact on Energy and Productivity
5,1.0,evenings - evening - morning - late - night - reading - sleep - home - school - hours,answer,followup_2_past_negatives,6,17080535,1,Change Talk,Daily Timing of Social Media Use
7,0.3686543778918164,scrolling - end - waste - waste time - posts - attention - sleep - read - spend time - productive,answer,values_future_vision,8,17080535,1,Change Talk,Unproductive and Prolonged Scrolling
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,10,17080535,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,first_scaling_question,12,17080535,1,Change Talk,Struggling to Regulate Social Media Use
0,0.8526514133810001,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,dig_deeper_first_scaling_question,16,17080535,1,Change Talk,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,second_scaling_question,18,17080535,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,ability_booster_strengths,22,17080535,1,Change Talk,Struggling to Regulate Social Media Use
21,0.6758364296881865,willpower - strong - mind - difficult - just need - saying - old - got - effort - energy,answer,confidence_past_success,24,17080535,1,Change Talk,Reliance on Personal Willpower
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,menu_of_choices_1,26,17080535,1,Change Talk,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,action_step,28,17080535,1,Change Talk,Struggling to Regulate Social Media Use
1,1.0,phone - screen - minutes - limit - hour - app - hours - using - week - night,answer,review_interview,30,17080535,1,Change Talk,Physical Strategies to Limit Phone Use
6,0.6338936454141338,habit - habits - plan - change - stick - making - need - motivated - productive - improve,answer,wrap_up,32,17080535,1,Change Talk,Challenges in Changing Social Media Habits
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_reaction_relevance,2,28617349,3,Direct persuasion,Balancing Connection and Social Media Use
0,0.538197238437383,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_habits_map,4,28617349,3,Direct persuasion,Balancing Connection and Social Media Use
0,0.98374401885137,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_direct_harms,6,28617349,3,Direct persuasion,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_benefits_ask,8,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
0,1.0,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,t4_benefits_counter,10,28617349,3,Direct persuasion,Balancing Connection and Social Media Use
4,0.9782634571363512,focus - productive - change - reading - work - spend time - health - changes - things like - energy,answer,t4_importance_scale,12,28617349,3,Direct persuasion,Improving Focus and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,t4_importance_to_plan,14,28617349,3,Direct persuasion,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_plan_or_benchmarks,16,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_commitment_rule,18,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_enforcement,20,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_confidence_scale2,22,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,t4_barriers_solutions,26,28617349,3,Direct persuasion,Struggling to Regulate Social Media Use
10,0.8607789175627281,app - willpower - phone - using - thing - mind - limit - days - use - think just,answer,t4_closing_summary,28,28617349,3,Direct persuasion,App and Notification Use Management
0,0.7533700058394482,miss - friends - entertainment - people - life - live - social media - media - social - use,answer,followup_past_negatives,2,99805913,1,Change Talk,Balancing Connection and Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,deepen_negative_impacts,4,99805913,1,Change Talk,Struggling to Regulate Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,followup_2_past_negatives,6,99805913,1,Change Talk,Social Media Impact on Energy and Productivity
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,values_future_vision,8,99805913,1,Change Talk,Social Media Impact on Energy and Productivity
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,summary_understanding,10,99805913,1,Change Talk,Struggling to Regulate Social Media Use
12,1.0,right - perfect - ve got - fine - did - good - change - completely - think - plan,answer,first_scaling_question,12,99805913,1,Change Talk,Explicit Confirmation of Accuracy
15,1.0,cut - reduce - evenings - improve - don feel - sleep - issue - help - spend time - family,answer,dig_deeper_first_scaling_question,16,99805913,1,Change Talk,Gradual Reduction of Social Media Use
2,1.0,makes - tired - sleep - productive - work - feel - energy - morning - things - health,answer,second_scaling_question,18,99805913,1,Change Talk,Social Media Impact on Energy and Productivity
3,1.0,10 - important - reduce - mean - means - problem - don want - right - cut - goal,answer,ability_booster_strengths,22,99805913,1,Change Talk,Confidence in Changing Social Media Use
-1,0.0,youtube - need - change - hours - help - doing - start - spend - use - phone,answer,confidence_past_success,24,99805913,1,Change Talk,Struggling to Regulate Social Media Use
