topic_id,user_id_raw,T,treatment,topic_label
24,96409568,3,Direct persuasion,Use of App Blockers for Control
-1,96409568,3,Direct persuasion,Struggling to Regulate Social Media Use
10,96409568,3,Direct persuasion,App and Notification Use Management
1,96409568,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
0,87926807,2,Ambivalence,Balancing Connection and Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
12,87926807,2,Ambivalence,Explicit Confirmation of Accuracy
0,87926807,2,Ambivalence,Balancing Connection and Social Media Use
0,87926807,2,Ambivalence,Balancing Connection and Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
8,87926807,2,Ambivalence,Self-Confidence in Behavior Change
0,87926807,2,Ambivalence,Balancing Connection and Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
-1,87926807,2,Ambivalence,Struggling to Regulate Social Media Use
10,87926807,2,Ambivalence,App and Notification Use Management
0,87926807,2,Ambivalence,Balancing Connection and Social Media Use
2,30555742,3,Direct persuasion,Social Media Impact on Energy and Productivity
0,30555742,3,Direct persuasion,Balancing Connection and Social Media Use
-1,30555742,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,30555742,3,Direct persuasion,Struggling to Regulate Social Media Use
0,30555742,3,Direct persuasion,Balancing Connection and Social Media Use
23,30555742,3,Direct persuasion,Intentional Limited Social Media Checking
23,30555742,3,Direct persuasion,Intentional Limited Social Media Checking
6,30555742,3,Direct persuasion,Challenges in Changing Social Media Habits
0,30555742,3,Direct persuasion,Balancing Connection and Social Media Use
-1,30555742,3,Direct persuasion,Struggling to Regulate Social Media Use
4,30555742,3,Direct persuasion,Improving Focus and Productivity
1,30555742,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,99864878,2,Ambivalence,Struggling to Regulate Social Media Use
0,99864878,2,Ambivalence,Balancing Connection and Social Media Use
0,99864878,2,Ambivalence,Balancing Connection and Social Media Use
11,99864878,2,Ambivalence,Negative Content and Ad Intrusion
11,99864878,2,Ambivalence,Negative Content and Ad Intrusion
0,99864878,2,Ambivalence,Balancing Connection and Social Media Use
3,99864878,2,Ambivalence,Confidence in Changing Social Media Use
16,99864878,2,Ambivalence,Agreement with Summary Statements
-1,99864878,2,Ambivalence,Struggling to Regulate Social Media Use
-1,99864878,2,Ambivalence,Struggling to Regulate Social Media Use
8,99864878,2,Ambivalence,Self-Confidence in Behavior Change
-1,99864878,2,Ambivalence,Struggling to Regulate Social Media Use
9,99864878,2,Ambivalence,Challenges in Sustaining Personal Change
-1,99864878,2,Ambivalence,Struggling to Regulate Social Media Use
10,99864878,2,Ambivalence,App and Notification Use Management
0,99864878,2,Ambivalence,Balancing Connection and Social Media Use
13,68143025,2,Ambivalence,Managing YouTube Viewing Time
0,68143025,2,Ambivalence,Balancing Connection and Social Media Use
13,68143025,2,Ambivalence,Managing YouTube Viewing Time
13,68143025,2,Ambivalence,Managing YouTube Viewing Time
2,68143025,2,Ambivalence,Social Media Impact on Energy and Productivity
6,68143025,2,Ambivalence,Challenges in Changing Social Media Habits
12,68143025,2,Ambivalence,Explicit Confirmation of Accuracy
-1,68143025,2,Ambivalence,Struggling to Regulate Social Media Use
3,68143025,2,Ambivalence,Confidence in Changing Social Media Use
4,68143025,2,Ambivalence,Improving Focus and Productivity
8,68143025,2,Ambivalence,Self-Confidence in Behavior Change
-1,68143025,2,Ambivalence,Struggling to Regulate Social Media Use
-1,68143025,2,Ambivalence,Struggling to Regulate Social Media Use
13,68143025,2,Ambivalence,Managing YouTube Viewing Time
4,68143025,2,Ambivalence,Improving Focus and Productivity
-1,68143025,2,Ambivalence,Struggling to Regulate Social Media Use
-1,14637463,2,Ambivalence,Struggling to Regulate Social Media Use
0,14637463,2,Ambivalence,Balancing Connection and Social Media Use
0,14637463,2,Ambivalence,Balancing Connection and Social Media Use
7,14637463,2,Ambivalence,Unproductive and Prolonged Scrolling
5,14637463,2,Ambivalence,Daily Timing of Social Media Use
2,14637463,2,Ambivalence,Social Media Impact on Energy and Productivity
0,14637463,2,Ambivalence,Balancing Connection and Social Media Use
3,14637463,2,Ambivalence,Confidence in Changing Social Media Use
0,14637463,2,Ambivalence,Balancing Connection and Social Media Use
8,14637463,2,Ambivalence,Self-Confidence in Behavior Change
8,14637463,2,Ambivalence,Self-Confidence in Behavior Change
-1,14637463,2,Ambivalence,Struggling to Regulate Social Media Use
-1,14637463,2,Ambivalence,Struggling to Regulate Social Media Use
0,24301045,1,Change Talk,Balancing Connection and Social Media Use
2,24301045,1,Change Talk,Social Media Impact on Energy and Productivity
5,24301045,1,Change Talk,Daily Timing of Social Media Use
2,24301045,1,Change Talk,Social Media Impact on Energy and Productivity
4,24301045,1,Change Talk,Improving Focus and Productivity
12,24301045,1,Change Talk,Explicit Confirmation of Accuracy
14,24301045,1,Change Talk,Affirming Importance and Priority
-1,24301045,1,Change Talk,Struggling to Regulate Social Media Use
21,24301045,1,Change Talk,Reliance on Personal Willpower
-1,24301045,1,Change Talk,Struggling to Regulate Social Media Use
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
23,76636642,1,Change Talk,Intentional Limited Social Media Checking
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
0,76636642,1,Change Talk,Balancing Connection and Social Media Use
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
1,76636642,1,Change Talk,Physical Strategies to Limit Phone Use
3,76636642,1,Change Talk,Confidence in Changing Social Media Use
3,76636642,1,Change Talk,Confidence in Changing Social Media Use
1,76636642,1,Change Talk,Physical Strategies to Limit Phone Use
3,76636642,1,Change Talk,Confidence in Changing Social Media Use
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
-1,76636642,1,Change Talk,Struggling to Regulate Social Media Use
1,76636642,1,Change Talk,Physical Strategies to Limit Phone Use
1,76636642,1,Change Talk,Physical Strategies to Limit Phone Use
6,76636642,1,Change Talk,Challenges in Changing Social Media Habits
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
2,38124802,3,Direct persuasion,Social Media Impact on Energy and Productivity
0,38124802,3,Direct persuasion,Balancing Connection and Social Media Use
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,38124802,3,Direct persuasion,Struggling to Regulate Social Media Use
1,38124802,3,Direct persuasion,Physical Strategies to Limit Phone Use
13,38124802,3,Direct persuasion,Managing YouTube Viewing Time
4,38124802,3,Direct persuasion,Improving Focus and Productivity
4,38124802,3,Direct persuasion,Improving Focus and Productivity
-1,51732995,1,Change Talk,Struggling to Regulate Social Media Use
11,51732995,1,Change Talk,Negative Content and Ad Intrusion
11,51732995,1,Change Talk,Negative Content and Ad Intrusion
-1,51732995,1,Change Talk,Struggling to Regulate Social Media Use
11,51732995,1,Change Talk,Negative Content and Ad Intrusion
3,51732995,1,Change Talk,Confidence in Changing Social Media Use
0,51732995,1,Change Talk,Balancing Connection and Social Media Use
-1,51732995,1,Change Talk,Struggling to Regulate Social Media Use
3,51732995,1,Change Talk,Confidence in Changing Social Media Use
6,51732995,1,Change Talk,Challenges in Changing Social Media Habits
9,51732995,1,Change Talk,Challenges in Sustaining Personal Change
0,51732995,1,Change Talk,Balancing Connection and Social Media Use
5,51732995,1,Change Talk,Daily Timing of Social Media Use
0,51732995,1,Change Talk,Balancing Connection and Social Media Use
0,70398420,3,Direct persuasion,Balancing Connection and Social Media Use
-1,70398420,3,Direct persuasion,Struggling to Regulate Social Media Use
0,70398420,3,Direct persuasion,Balancing Connection and Social Media Use
2,70398420,3,Direct persuasion,Social Media Impact on Energy and Productivity
4,70398420,3,Direct persuasion,Improving Focus and Productivity
4,70398420,3,Direct persuasion,Improving Focus and Productivity
15,70398420,3,Direct persuasion,Gradual Reduction of Social Media Use
-1,70398420,3,Direct persuasion,Struggling to Regulate Social Media Use
1,70398420,3,Direct persuasion,Physical Strategies to Limit Phone Use
21,70398420,3,Direct persuasion,Reliance on Personal Willpower
-1,70398420,3,Direct persuasion,Struggling to Regulate Social Media Use
0,64489391,1,Change Talk,Balancing Connection and Social Media Use
-1,64489391,1,Change Talk,Struggling to Regulate Social Media Use
5,64489391,1,Change Talk,Daily Timing of Social Media Use
4,64489391,1,Change Talk,Improving Focus and Productivity
-1,64489391,1,Change Talk,Struggling to Regulate Social Media Use
0,7524866,1,Change Talk,Balancing Connection and Social Media Use
2,7524866,1,Change Talk,Social Media Impact on Energy and Productivity
5,7524866,1,Change Talk,Daily Timing of Social Media Use
7,7524866,1,Change Talk,Unproductive and Prolonged Scrolling
4,7524866,1,Change Talk,Improving Focus and Productivity
-1,7524866,1,Change Talk,Struggling to Regulate Social Media Use
4,7524866,1,Change Talk,Improving Focus and Productivity
18,7524866,1,Change Talk,Expressions of Uncertainty and Clarification
7,7524866,1,Change Talk,Unproductive and Prolonged Scrolling
5,7524866,1,Change Talk,Daily Timing of Social Media Use
-1,7524866,1,Change Talk,Struggling to Regulate Social Media Use
4,7524866,1,Change Talk,Improving Focus and Productivity
-1,7524866,1,Change Talk,Struggling to Regulate Social Media Use
0,20498742,2,Ambivalence,Balancing Connection and Social Media Use
-1,20498742,2,Ambivalence,Struggling to Regulate Social Media Use
13,20498742,2,Ambivalence,Managing YouTube Viewing Time
-1,20498742,2,Ambivalence,Struggling to Regulate Social Media Use
2,20498742,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,20498742,2,Ambivalence,Struggling to Regulate Social Media Use
16,20498742,2,Ambivalence,Agreement with Summary Statements
3,20498742,2,Ambivalence,Confidence in Changing Social Media Use
2,20498742,2,Ambivalence,Social Media Impact on Energy and Productivity
0,20498742,2,Ambivalence,Balancing Connection and Social Media Use
-1,20498742,2,Ambivalence,Struggling to Regulate Social Media Use
6,20498742,2,Ambivalence,Challenges in Changing Social Media Habits
3,20498742,2,Ambivalence,Confidence in Changing Social Media Use
9,20498742,2,Ambivalence,Challenges in Sustaining Personal Change
1,20498742,2,Ambivalence,Physical Strategies to Limit Phone Use
1,20498742,2,Ambivalence,Physical Strategies to Limit Phone Use
0,20498742,2,Ambivalence,Balancing Connection and Social Media Use
0,49108961,1,Change Talk,Balancing Connection and Social Media Use
7,49108961,1,Change Talk,Unproductive and Prolonged Scrolling
7,49108961,1,Change Talk,Unproductive and Prolonged Scrolling
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
16,49108961,1,Change Talk,Agreement with Summary Statements
3,49108961,1,Change Talk,Confidence in Changing Social Media Use
3,49108961,1,Change Talk,Confidence in Changing Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
3,49108961,1,Change Talk,Confidence in Changing Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
-1,49108961,1,Change Talk,Struggling to Regulate Social Media Use
1,49108961,1,Change Talk,Physical Strategies to Limit Phone Use
6,49108961,1,Change Talk,Challenges in Changing Social Media Habits
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
1,55109090,1,Change Talk,Physical Strategies to Limit Phone Use
2,55109090,1,Change Talk,Social Media Impact on Energy and Productivity
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
12,55109090,1,Change Talk,Explicit Confirmation of Accuracy
3,55109090,1,Change Talk,Confidence in Changing Social Media Use
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
8,55109090,1,Change Talk,Self-Confidence in Behavior Change
1,55109090,1,Change Talk,Physical Strategies to Limit Phone Use
9,55109090,1,Change Talk,Challenges in Sustaining Personal Change
-1,55109090,1,Change Talk,Struggling to Regulate Social Media Use
1,55109090,1,Change Talk,Physical Strategies to Limit Phone Use
6,55109090,1,Change Talk,Challenges in Changing Social Media Habits
-1,29589091,1,Change Talk,Struggling to Regulate Social Media Use
2,29589091,1,Change Talk,Social Media Impact on Energy and Productivity
2,29589091,1,Change Talk,Social Media Impact on Energy and Productivity
2,29589091,1,Change Talk,Social Media Impact on Energy and Productivity
4,29589091,1,Change Talk,Improving Focus and Productivity
0,29589091,1,Change Talk,Balancing Connection and Social Media Use
-1,29589091,1,Change Talk,Struggling to Regulate Social Media Use
3,29589091,1,Change Talk,Confidence in Changing Social Media Use
-1,29589091,1,Change Talk,Struggling to Regulate Social Media Use
-1,29589091,1,Change Talk,Struggling to Regulate Social Media Use
21,29589091,1,Change Talk,Reliance on Personal Willpower
1,29589091,1,Change Talk,Physical Strategies to Limit Phone Use
-1,29589091,1,Change Talk,Struggling to Regulate Social Media Use
6,29589091,1,Change Talk,Challenges in Changing Social Media Habits
-1,11313941,2,Ambivalence,Struggling to Regulate Social Media Use
0,11313941,2,Ambivalence,Balancing Connection and Social Media Use
0,11313941,2,Ambivalence,Balancing Connection and Social Media Use
2,11313941,2,Ambivalence,Social Media Impact on Energy and Productivity
2,11313941,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,11313941,2,Ambivalence,Struggling to Regulate Social Media Use
12,11313941,2,Ambivalence,Explicit Confirmation of Accuracy
3,11313941,2,Ambivalence,Confidence in Changing Social Media Use
14,11313941,2,Ambivalence,Affirming Importance and Priority
2,11313941,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,11313941,2,Ambivalence,Struggling to Regulate Social Media Use
3,11313941,2,Ambivalence,Confidence in Changing Social Media Use
3,11313941,2,Ambivalence,Confidence in Changing Social Media Use
5,11313941,2,Ambivalence,Daily Timing of Social Media Use
7,62802972,1,Change Talk,Unproductive and Prolonged Scrolling
-1,62802972,1,Change Talk,Struggling to Regulate Social Media Use
2,62802972,1,Change Talk,Social Media Impact on Energy and Productivity
-1,62802972,1,Change Talk,Struggling to Regulate Social Media Use
-1,62802972,1,Change Talk,Struggling to Regulate Social Media Use
0,62802972,1,Change Talk,Balancing Connection and Social Media Use
6,62802972,1,Change Talk,Challenges in Changing Social Media Habits
-1,62802972,1,Change Talk,Struggling to Regulate Social Media Use
10,62802972,1,Change Talk,App and Notification Use Management
9,62802972,1,Change Talk,Challenges in Sustaining Personal Change
10,62802972,1,Change Talk,App and Notification Use Management
-1,62802972,1,Change Talk,Struggling to Regulate Social Media Use
6,62802972,1,Change Talk,Challenges in Changing Social Media Habits
-1,76485355,1,Change Talk,Struggling to Regulate Social Media Use
-1,76485355,1,Change Talk,Struggling to Regulate Social Media Use
5,76485355,1,Change Talk,Daily Timing of Social Media Use
2,76485355,1,Change Talk,Social Media Impact on Energy and Productivity
4,76485355,1,Change Talk,Improving Focus and Productivity
12,76485355,1,Change Talk,Explicit Confirmation of Accuracy
3,76485355,1,Change Talk,Confidence in Changing Social Media Use
2,76485355,1,Change Talk,Social Media Impact on Energy and Productivity
4,76485355,1,Change Talk,Improving Focus and Productivity
3,76485355,1,Change Talk,Confidence in Changing Social Media Use
6,76485355,1,Change Talk,Challenges in Changing Social Media Habits
1,76485355,1,Change Talk,Physical Strategies to Limit Phone Use
2,76485355,1,Change Talk,Social Media Impact on Energy and Productivity
6,76485355,1,Change Talk,Challenges in Changing Social Media Habits
6,76485355,1,Change Talk,Challenges in Changing Social Media Habits
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
0,52678705,2,Ambivalence,Balancing Connection and Social Media Use
0,52678705,2,Ambivalence,Balancing Connection and Social Media Use
7,52678705,2,Ambivalence,Unproductive and Prolonged Scrolling
7,52678705,2,Ambivalence,Unproductive and Prolonged Scrolling
2,52678705,2,Ambivalence,Social Media Impact on Energy and Productivity
12,52678705,2,Ambivalence,Explicit Confirmation of Accuracy
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
2,52678705,2,Ambivalence,Social Media Impact on Energy and Productivity
2,52678705,2,Ambivalence,Social Media Impact on Energy and Productivity
8,52678705,2,Ambivalence,Self-Confidence in Behavior Change
15,52678705,2,Ambivalence,Gradual Reduction of Social Media Use
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
-1,52678705,2,Ambivalence,Struggling to Regulate Social Media Use
0,10085027,1,Change Talk,Balancing Connection and Social Media Use
-1,10085027,1,Change Talk,Struggling to Regulate Social Media Use
0,10085027,1,Change Talk,Balancing Connection and Social Media Use
-1,10085027,1,Change Talk,Struggling to Regulate Social Media Use
4,10085027,1,Change Talk,Improving Focus and Productivity
3,10085027,1,Change Talk,Confidence in Changing Social Media Use
-1,10085027,1,Change Talk,Struggling to Regulate Social Media Use
4,10085027,1,Change Talk,Improving Focus and Productivity
8,10085027,1,Change Talk,Self-Confidence in Behavior Change
0,10085027,1,Change Talk,Balancing Connection and Social Media Use
1,10085027,1,Change Talk,Physical Strategies to Limit Phone Use
-1,10085027,1,Change Talk,Struggling to Regulate Social Media Use
0,10085027,1,Change Talk,Balancing Connection and Social Media Use
0,38222163,2,Ambivalence,Balancing Connection and Social Media Use
0,38222163,2,Ambivalence,Balancing Connection and Social Media Use
0,38222163,2,Ambivalence,Balancing Connection and Social Media Use
-1,38222163,2,Ambivalence,Struggling to Regulate Social Media Use
11,38222163,2,Ambivalence,Negative Content and Ad Intrusion
11,38222163,2,Ambivalence,Negative Content and Ad Intrusion
12,38222163,2,Ambivalence,Explicit Confirmation of Accuracy
-1,38222163,2,Ambivalence,Struggling to Regulate Social Media Use
-1,38222163,2,Ambivalence,Struggling to Regulate Social Media Use
-1,38222163,2,Ambivalence,Struggling to Regulate Social Media Use
6,38222163,2,Ambivalence,Challenges in Changing Social Media Habits
8,38222163,2,Ambivalence,Self-Confidence in Behavior Change
17,38222163,2,Ambivalence,No Specific Thoughts or Ideas
1,38222163,2,Ambivalence,Physical Strategies to Limit Phone Use
5,38222163,2,Ambivalence,Daily Timing of Social Media Use
-1,38222163,2,Ambivalence,Struggling to Regulate Social Media Use
0,38058779,1,Change Talk,Balancing Connection and Social Media Use
0,38058779,1,Change Talk,Balancing Connection and Social Media Use
5,38058779,1,Change Talk,Daily Timing of Social Media Use
2,38058779,1,Change Talk,Social Media Impact on Energy and Productivity
4,38058779,1,Change Talk,Improving Focus and Productivity
12,38058779,1,Change Talk,Explicit Confirmation of Accuracy
3,38058779,1,Change Talk,Confidence in Changing Social Media Use
0,38058779,1,Change Talk,Balancing Connection and Social Media Use
4,38058779,1,Change Talk,Improving Focus and Productivity
3,38058779,1,Change Talk,Confidence in Changing Social Media Use
0,38058779,1,Change Talk,Balancing Connection and Social Media Use
-1,38058779,1,Change Talk,Struggling to Regulate Social Media Use
0,38058779,1,Change Talk,Balancing Connection and Social Media Use
1,38058779,1,Change Talk,Physical Strategies to Limit Phone Use
1,38058779,1,Change Talk,Physical Strategies to Limit Phone Use
6,38058779,1,Change Talk,Challenges in Changing Social Media Habits
0,57675857,3,Direct persuasion,Balancing Connection and Social Media Use
-1,57675857,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,57675857,3,Direct persuasion,Struggling to Regulate Social Media Use
5,57675857,3,Direct persuasion,Daily Timing of Social Media Use
0,57675857,3,Direct persuasion,Balancing Connection and Social Media Use
4,57675857,3,Direct persuasion,Improving Focus and Productivity
3,57675857,3,Direct persuasion,Confidence in Changing Social Media Use
1,57675857,3,Direct persuasion,Physical Strategies to Limit Phone Use
19,57675857,3,Direct persuasion,Preference for Gradual Social Media Reduction
1,57675857,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,57675857,3,Direct persuasion,Struggling to Regulate Social Media Use
3,57675857,3,Direct persuasion,Confidence in Changing Social Media Use
4,57675857,3,Direct persuasion,Improving Focus and Productivity
-1,57675857,3,Direct persuasion,Struggling to Regulate Social Media Use
15,84861485,3,Direct persuasion,Gradual Reduction of Social Media Use
5,84861485,3,Direct persuasion,Daily Timing of Social Media Use
-1,84861485,3,Direct persuasion,Struggling to Regulate Social Media Use
5,84861485,3,Direct persuasion,Daily Timing of Social Media Use
-1,84861485,3,Direct persuasion,Struggling to Regulate Social Media Use
13,84861485,3,Direct persuasion,Managing YouTube Viewing Time
1,84861485,3,Direct persuasion,Physical Strategies to Limit Phone Use
-1,84861485,3,Direct persuasion,Struggling to Regulate Social Media Use
18,84861485,3,Direct persuasion,Expressions of Uncertainty and Clarification
0,84861485,3,Direct persuasion,Balancing Connection and Social Media Use
-1,84861485,3,Direct persuasion,Struggling to Regulate Social Media Use
0,89561597,2,Ambivalence,Balancing Connection and Social Media Use
0,89561597,2,Ambivalence,Balancing Connection and Social Media Use
0,89561597,2,Ambivalence,Balancing Connection and Social Media Use
7,89561597,2,Ambivalence,Unproductive and Prolonged Scrolling
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
0,89561597,2,Ambivalence,Balancing Connection and Social Media Use
0,89561597,2,Ambivalence,Balancing Connection and Social Media Use
3,89561597,2,Ambivalence,Confidence in Changing Social Media Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
3,89561597,2,Ambivalence,Confidence in Changing Social Media Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
3,89561597,2,Ambivalence,Confidence in Changing Social Media Use
1,89561597,2,Ambivalence,Physical Strategies to Limit Phone Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
-1,89561597,2,Ambivalence,Struggling to Regulate Social Media Use
0,49129094,1,Change Talk,Balancing Connection and Social Media Use
-1,49129094,1,Change Talk,Struggling to Regulate Social Media Use
5,49129094,1,Change Talk,Daily Timing of Social Media Use
2,49129094,1,Change Talk,Social Media Impact on Energy and Productivity
4,49129094,1,Change Talk,Improving Focus and Productivity
3,49129094,1,Change Talk,Confidence in Changing Social Media Use
2,49129094,1,Change Talk,Social Media Impact on Energy and Productivity
8,49129094,1,Change Talk,Self-Confidence in Behavior Change
18,49129094,1,Change Talk,Expressions of Uncertainty and Clarification
9,49129094,1,Change Talk,Challenges in Sustaining Personal Change
5,49129094,1,Change Talk,Daily Timing of Social Media Use
5,49129094,1,Change Talk,Daily Timing of Social Media Use
17,49129094,1,Change Talk,No Specific Thoughts or Ideas
0,69010166,1,Change Talk,Balancing Connection and Social Media Use
0,69010166,1,Change Talk,Balancing Connection and Social Media Use
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
2,69010166,1,Change Talk,Social Media Impact on Energy and Productivity
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
3,69010166,1,Change Talk,Confidence in Changing Social Media Use
4,69010166,1,Change Talk,Improving Focus and Productivity
8,69010166,1,Change Talk,Self-Confidence in Behavior Change
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
6,69010166,1,Change Talk,Challenges in Changing Social Media Habits
17,69010166,1,Change Talk,No Specific Thoughts or Ideas
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
-1,69010166,1,Change Talk,Struggling to Regulate Social Media Use
0,55465565,2,Ambivalence,Balancing Connection and Social Media Use
-1,55465565,2,Ambivalence,Struggling to Regulate Social Media Use
0,55465565,2,Ambivalence,Balancing Connection and Social Media Use
-1,55465565,2,Ambivalence,Struggling to Regulate Social Media Use
-1,55465565,2,Ambivalence,Struggling to Regulate Social Media Use
6,55465565,2,Ambivalence,Challenges in Changing Social Media Habits
12,55465565,2,Ambivalence,Explicit Confirmation of Accuracy
-1,55465565,2,Ambivalence,Struggling to Regulate Social Media Use
3,55465565,2,Ambivalence,Confidence in Changing Social Media Use
4,55465565,2,Ambivalence,Improving Focus and Productivity
-1,55465565,2,Ambivalence,Struggling to Regulate Social Media Use
3,55465565,2,Ambivalence,Confidence in Changing Social Media Use
9,55465565,2,Ambivalence,Challenges in Sustaining Personal Change
23,55465565,2,Ambivalence,Intentional Limited Social Media Checking
5,55465565,2,Ambivalence,Daily Timing of Social Media Use
0,55465565,2,Ambivalence,Balancing Connection and Social Media Use
0,77759533,3,Direct persuasion,Balancing Connection and Social Media Use
0,77759533,3,Direct persuasion,Balancing Connection and Social Media Use
-1,77759533,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
0,84753099,2,Ambivalence,Balancing Connection and Social Media Use
2,84753099,2,Ambivalence,Social Media Impact on Energy and Productivity
2,84753099,2,Ambivalence,Social Media Impact on Energy and Productivity
2,84753099,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
0,84753099,2,Ambivalence,Balancing Connection and Social Media Use
4,84753099,2,Ambivalence,Improving Focus and Productivity
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
2,84753099,2,Ambivalence,Social Media Impact on Energy and Productivity
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
10,84753099,2,Ambivalence,App and Notification Use Management
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
-1,84753099,2,Ambivalence,Struggling to Regulate Social Media Use
0,3591504,3,Direct persuasion,Balancing Connection and Social Media Use
-1,3591504,3,Direct persuasion,Struggling to Regulate Social Media Use
0,3591504,3,Direct persuasion,Balancing Connection and Social Media Use
-1,3591504,3,Direct persuasion,Struggling to Regulate Social Media Use
0,3591504,3,Direct persuasion,Balancing Connection and Social Media Use
1,3591504,3,Direct persuasion,Physical Strategies to Limit Phone Use
3,3591504,3,Direct persuasion,Confidence in Changing Social Media Use
-1,3591504,3,Direct persuasion,Struggling to Regulate Social Media Use
10,3591504,3,Direct persuasion,App and Notification Use Management
13,3591504,3,Direct persuasion,Managing YouTube Viewing Time
-1,3591504,3,Direct persuasion,Struggling to Regulate Social Media Use
-1,79199524,3,Direct persuasion,Struggling to Regulate Social Media Use
2,79199524,3,Direct persuasion,Social Media Impact on Energy and Productivity
13,79199524,3,Direct persuasion,Managing YouTube Viewing Time
3,79199524,3,Direct persuasion,Confidence in Changing Social Media Use
0,79199524,3,Direct persuasion,Balancing Connection and Social Media Use
23,79199524,3,Direct persuasion,Intentional Limited Social Media Checking
-1,79199524,3,Direct persuasion,Struggling to Regulate Social Media Use
2,79199524,3,Direct persuasion,Social Media Impact on Energy and Productivity
-1,79199524,3,Direct persuasion,Struggling to Regulate Social Media Use
6,79199524,3,Direct persuasion,Challenges in Changing Social Media Habits
6,79199524,3,Direct persuasion,Challenges in Changing Social Media Habits
0,79199524,3,Direct persuasion,Balancing Connection and Social Media Use
3,79199524,3,Direct persuasion,Confidence in Changing Social Media Use
2,62522668,1,Change Talk,Social Media Impact on Energy and Productivity
7,62522668,1,Change Talk,Unproductive and Prolonged Scrolling
5,62522668,1,Change Talk,Daily Timing of Social Media Use
-1,62522668,1,Change Talk,Struggling to Regulate Social Media Use
4,62522668,1,Change Talk,Improving Focus and Productivity
14,62522668,1,Change Talk,Affirming Importance and Priority
4,62522668,1,Change Talk,Improving Focus and Productivity
8,62522668,1,Change Talk,Self-Confidence in Behavior Change
